Name,price,sold,discount,liked-count,ads_keyword,cmt_count,stock,view_count,price_before_discount,price_min,price_max,price_min_before_discount,price_max_before_discount,rating_star,rating_count,rating_count_total,rcount_with_image,rcount_with_context,options,options_count,image,itemid,shopid,catid,shop_location,video_info_list_duration
Giày Sandals SHONDO F6 Sport - F6S501,349000000,1,,123,,90,10,838,0,34900000000,34900000000,-1,-1,4.922222,[90. 0. 0. 0. 7. 83],90,30,35,['36'. '37'. '38'. '39 nữ'. '39'. '40'. '41'. '42'. '43'. '44'],10,becd37ef17ccb48c64ffe0fd21af9ba0,2723536582,173091591,161,TP. Hồ Chí Minh,0
Giày Thể Thao Nữ [FREESHIP] hot trend đế bằng xinh xắn dễ thương năng động - Giảm ngay 20k - C2,259000000,65,14%,668,,13,62,1542,30000000000,25900000000,25900000000,30000000000,30000000000,4.923077,[13. 0. 0. 0. 1. 12],13,6,5,['Xanh'. 'Xám'. 'Trắng'],3,15cc4df25aba1a0a31c3b40ff1e79aea,6856712632,252465738,161,Đắk Lắk,0
Giày thể thao 💥BỆU STORE💥 - Giày Siêu Nhẹ - Giày thời trang cao cấp hàng nội địa VNXK - SNKA19 Màu Xanh Rêu,354000000,19,40%,2319,,43,411,4990,59000000000,35400000000,35400000000,59000000000,59000000000,5,[43. 0. 0. 0. 0. 43],43,14,19,['Xanh Rêu'],1,1eb2518ed30f43477488f3b039272e6d,5358677441,318812003,2429,Hà Nội,38
Giầy thể thao nữ độn đế 5p(FREESHIP).giầy phản quảng trẻ trung.cá tính -T3M,178000000,5,31%,107,,84,4,1804,25900000000,17800000000,17800000000,25900000000,25900000000,4.928571,[84. 0. 0. 2. 2. 80],84,28,53,['Màu trắng'. 'Màu xám'. 'Màu đen'],3,06bafb602786a74fc09474429fa1cb97,4451679027,272986059,161,Hà Nội,19
Giày thể thao nữ đế cao vạch phản quang ORN mới nhất 2020 HAPU ( 3 màu ),139000000,5,44%,273,,138,168,660,25000000000,13900000000,13900000000,25000000000,25000000000,4.934783,[138. 0. 0. 2. 5. 131],138,65,83,['35 trắng vạch đen'. '36 trắng vạch đen'. '37 trắng vạch đen'. '35 trắng vạch đỏ'. '36 trắng vạch đỏ'. '37 trắng vạch đỏ'],6,5f98ed574610f1022e6f3efc08f48f15,6610323017,53285826,161,Hà Nội,39
GIÀY SANDAL NAGASHOES CHIẾN BINH HỞ GÓT NAS165,279000000,4,,171,,82,143,909,0,27900000000,27900000000,-1,-1,4.939024,[82. 0. 0. 0. 5. 77],82,20,28,['ĐEN'. 'NÂU'. 'KEM'. 'TRẮNG'],4,db445ea00e93dbb185956e8749e78976,2757404957,33411177,161,TP. Hồ Chí Minh,0
[Mã 20%: WS2005 ] GIÀY CAO GÓT TRÊN 7P BIGTREE ĐÚP ĐẾ LÝ NHÃ KỲ HÀNG CHÍNH HÃNG 289-1,349000000,18,,81,,17,26591,1146,0,34900000000,34900000000,-1,-1,4.882353,[17. 0. 0. 1. 0. 16],17,7,9,['ĐEN'. 'ĐỎ ĐÔ'. 'GHI'. 'NUDE'. 'TRẮNG'],5,1ec5764b3dd76ce481b14799afa14547,4507667073,198505398,161,Hà Nội,23
⚡[MŨI NHUNG + DA LỘN] Giày Thể Thao Cá Mập Đen Trắng Siêu Khuyến Mãi,35000000,8,,464,,310,9786,883,0,3500000000,16000000000,-1,-1,4.788274,[307. 2. 2. 7. 37. 259],307,53,158,['Size 35'. 'Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'. 'Size 44'. 'Tất + Nước Lau Giày'],11,1bac9355ede1b934f8bbb44e86c64313,999812876,36633209,2429,Hà Nội,32
JUNO - Giày cao gót sling back mũi nhọn CG05082,220000000,14,49%,79,,29,13,4647,43000000000,22000000000,22000000000,43000000000,43000000000,4.931034,[29. 0. 0. 0. 2. 27],29,11,18,['Đen'. 'Kem'. 'Đỏ Đô'],3,0a7e83e68f484ceffd6aac513b9ea9dd,2396520710,62340571,161,TP. Hồ Chí Minh,0
Giày Sandal Teramo quai ngang nam nữ - TRM01 ghi xám,200000000,3,50%,65,,92,817,240,40000000000,20000000000,20000000000,40000000000,40000000000,4.902174,[92. 0. 0. 1. 7. 84],92,26,41,['34'. '35'. '36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'],10,86b3913ce22cc02834d25c0819431205,1375009182,81264408,2429,Hà Nội,60
Giày sục thể thao nữ 💥HÀNG LOẠI 1 - GIÁ RẺ💥 giày thể thao nữ GC trơn màu trắng chất da siêu đẹp độn đế phong cách trẻ,224000000,24,20%,74,,23,9984,1600,28000000000,22400000000,22400000000,28000000000,28000000000,5,[23. 0. 0. 0. 0. 23],23,4,14,['Trắng'],1,a87eae829bc401459ae9de80415ccbbe,4059013989,18712100,161,TP. Hồ Chí Minh,0
🔥 [NHUNG + DA LỘN] Giày Thể Thao Old Skool Đen Trắng Hàng Đẹp,80000000,12,,542,,519,9019,787,0,8000000000,16000000000,-1,-1,4.766859,[519. 7. 5. 21. 36. 450],519,116,190,['Size 35'. 'Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'. 'Size 44'. 'Size Tồn Thanh Lý'],11,71d18bc75cb7166f721b5978506b98bd,1226380447,73333942,161,Hà Nội,39
Giày cao gót da lộn màu đen và kem cao 7cm mã MT_C44,209000000,15,36%,16,,15,999959,1364,32500000000,20900000000,20900000000,32500000000,32500000000,5,[15. 0. 0. 0. 0. 15],15,6,9,['Đen'. 'Kem'],2,b13857a6497d922094921bd7bb06687d,6655861163,282233457,161,Hà Nội,0
Giày cao gót nơ hot trend 9p Đen nơ may chắc chắn(sẵn không oder),119000000,12,,163,,65,17,704,0,11900000000,11900000000,-1,-1,4.8,[65. 1. 1. 1. 4. 58],65,26,35,['trắng'. 'đen'],2,9c1abd2862d07a0eade603c23c5db1d8,7913748862,24519898,161,TP. Hồ Chí Minh,0
GIÀY TÂY NAM KHÔNG DÂY DA BÒ THẬT ĐẾ CAO SU MỀM BẢO HÀNH 12 THÁNG DÁNG GIÀY CÔNG SỞ NAM DA BÒ MỀM ( LATIPE  278 NÂU ),412500000,5,25%,8154,,80,302,381,55000000000,41250000000,41250000000,55000000000,55000000000,4.975,[80. 0. 0. 0. 2. 78],80,6,37,['MÀU ĐEN'. 'MÀU NÂU'],2,4ae64d079648a215d8040859a38c5a59,1773493481,97816789,2429,Hà Nội,0
Giầy Bảo Hộ Lao Động Chống Giẫm Đinh Bằng Da Tổng Hợp. Giày Bảo Hộ Chống Tia Hàn Xì Cháy,170000000,21,26%,36,,34,426,756,23000000000,17000000000,17000000000,23000000000,23000000000,4.764706,[34. 1. 0. 1. 2. 30],34,10,17,['39'. '40'. '41'. '42'. '43'],5,ac9f8ad4495a181d35005c7ae2363432,3408173886,182456893,87,Hà Nội,0
GIÀY CAO GÓT DA BÓNG THIẾT KẾ MONA - D721,259480000,18,48%,63,,36,1606,2386,49900000000,25948000000,25948000000,49900000000,49900000000,4.916667,[36. 0. 0. 0. 3. 33],36,17,20,['D721 ĐEN'. 'D721 TRẮNG'. 'D721 XANH'. 'D721 NÂU TÂY'. 'D721 ĐỎ'],5,b671bf930a88f8317c55de06bcb78bd0,7713095448,76772134,161,Hà Nội,0
(Hàng sẵn) Giày ulzzang da bóng cổ cao buộc dây( Ảnh thật cuối),155000000,3,,457,,76,3,1697,0,15500000000,15500000000,-1,-1,4.907895,[76. 0. 0. 2. 3. 71],76,39,46,['Da nhám'. 'Da bóng'],2,37f621dba9741bcd2897b11685ea162a,2755778768,135733042,161,Hà Nội,0
⚡[SALE OFF] Giày Thể Thao Air Force JUST DO IT Khuyến Mãi,30000000,5,,455,,166,10960,536,0,3000000000,15000000000,-1,-1,4.873494,[166. 0. 1. 3. 12. 150],166,46,78,['Size 35'. 'Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'. 'Size 44'. 'Box + Plac'],11,806219d90645288a34ea4365bfad2b28,1645867342,36633209,2429,Hà Nội,29
[ẢNH VIDEO THẬT] Giày thể thao Nam Nữ Ulzzang. neaker 3len đen full. size 36-43 Full box,268000000,14,23%,267,,72,35,1604,35000000000,26800000000,26800000000,35000000000,35000000000,4.958333,[72. 0. 0. 0. 3. 69],72,18,24,['Full đen'],1,527afdd206db4790b29f2facf4bc1305,7844260244,287019962,161,Khánh Hòa,11
[hàng sẵn] GIÀY CAO GÓT PHỐI NƠ LƯỚI GÓT NHỌN 10P,215000000,11,,646,,193,116,1561,0,21500000000,21500000000,-1,-1,4.823834,[193. 5. 0. 1. 12. 175],193,61,92,['Đen'. 'Trắng'. 'Nâu'],3,89f13eddf080e4a5820c6c6f5f903175,6506621049,58561207,161,TP. Hồ Chí Minh,46
Giày nữ . giày thể thao nữ cao cổ đổi màu khi ra nắng mẫu hot nhất 💖𝑭𝑹𝑬𝑬𝑺𝑯𝑰𝑷💖,149000000,2,26%,1670,,167,247,740,20000000000,14900000000,14900000000,20000000000,20000000000,4.838323,[167. 4. 0. 2. 7. 154],167,65,103,['ĐM sz 36'. 'ĐM sz 37'. 'ĐM sz 38'. 'ĐM sz 39'. 'ĐM sz 40'. 'ĐM sz 35'],6,8034f11b8d08b5c0b781bddd5f893328,3705684894,155897434,161,Hà Nội,32
LOVIIECORNER - GIÀY SANDAL CAO GÓT ĐẾ ĐÚP ĐẾ VUÔNG 9CM- 10CM - SANDAL CAO GÓT QUAI MẢNH DÂY CHÉO GÓT 10 PHÂN  G201013,206523000,12,29%,1844,,20,147,2294,29000000000,20652300000,21752300000,29000000000,29000000000,5,[20. 0. 0. 0. 0. 20],20,12,12,['Đen'. 'Trắng'. 'Kem'],3,00820bbb922c0b2ace304fa12dd16647,6958540146,241280710,161,TP. Hồ Chí Minh,0
GIÀY SANDAL THỂ THAO NAGASHOES 2 QUAI KHÓA 2P NAS177,290000000,5,,65,,64,30,429,0,29000000000,29000000000,-1,-1,4.96875,[64. 0. 0. 1. 0. 63],64,17,22,['KEM '. 'TRẮNG '. 'ĐEN '],3,b297c5f3206725ba3830071e8ed354b1,7506074990,33411177,161,TP. Hồ Chí Minh,0
Giày cao gót 7 phân bít mũi vòng cổ hột châu LT,129000000,8,49%,3336,,103,2,365,25500000000,12900000000,12900000000,25500000000,25500000000,4.893204,[103. 1. 0. 2. 3. 97],103,20,38,['Đen Size 35'. 'Đen Size 36'. 'Đen Size 37'. 'Đen Size 38'. 'Đen Size 39'. 'Kem Size 35'. 'Kem Size 36'. 'Kem Size 37'. 'Kem Size 38'. 'Kem Size 39'],10,3d969c723bd98ffe52f8d30ea51a03d1,1445436974,86148454,161,TP. Hồ Chí Minh,0
[TRỢ GIÁ VẬN CHUYỂN] Giày Thể Thao CV Classic Đen Trắng Cao Cổ Nam Nữ,25000000,5,,187,,194,9965,504,0,2500000000,11000000000,-1,-1,4.809278,[194. 1. 0. 11. 11. 171],194,40,59,['Size 35'. 'Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'. 'Size 44'. 'Box + Plac'],11,d3f857752ea9380832933dba71a8bf9a,459764733,27897390,2429,Hà Nội,36
Giày thể thao nữ  ĐẸP mùa đi học êm ái . thoáng mát . dáng nhẹ nhàng thanh lịch phù hợp cho đi học. đi chơi. đi làm.#ĐẸP,183000000,34,31%,230,,89,57,2212,18500000000,18300000000,18500000000,18500000000,27000000000,4.88764,[89. 1. 0. 0. 6. 82],89,24,36,['Trắng'. 'Xanh '],2,c406522b29d26311b6244b046e6893e1,7443500940,269356747,161,Hà Nội,12
[Giá Sốc] Giày Thể Thao CV Classic Đen Trắng Nam Nữ,25000000,8,,290,,277,9975,791,0,2500000000,11000000000,-1,-1,4.778986,[276. 2. 1. 11. 28. 234],276,43,93,['Size 35'. 'Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'. 'Size 44'. 'Box + Plac'],11,77fc072f3a27e4187c68b0f02f5a84af,369151725,20751194,2429,Hà Nội,0
Giày sneaker nữ độn đế đẹp vạch sóng HAPU (trắng vạch đen. trắng vạch đỏ) fom  rộng,30000000,21,,1785,,256,116,4481,0,3000000000,12900000000,-1,-1,4.792969,[256. 3. 1. 9. 20. 223],256,72,129,['35 trắng vạch đen.'. '36 trắng vạch đen'. '37 trắng vạch đen'. '38 trắng vạch đen'. '39 trắng vạch đen'. '35 trắng vạch đỏ'. '36 trắng vạch đỏ'. '37 trắng vạch đỏ'. '38 trắng vạch đỏ'. '39 trắng vạch đỏ'. 'Nước Tẩy Giày '],11,8e469008c66b8aee4c0a7973760677d7,1731671207,38156664,161,Hà Nội,0
Giày Sục Nữ Hoạ Tiết Nụ Hoa Sang Chảnh 3 Màu Cực Xinh (Da mềm),75000000,5,50%,98,,69,44,780,15000000000,7500000000,7500000000,15000000000,15000000000,4.942029,[69. 0. 0. 1. 2. 66],69,11,19,['Đen 35'. 'Đen 36'. 'Đen 37'. 'Đen 38'. 'Đen 39'. 'Kem 35'. 'Kem 36'. 'Kem 37'. 'Kem 38'. 'Kem 39'],10,ab1dfc15d70d3f360f856c7130fa8cac,2370224974,78572381,161,Hà Nội,0
Giày sneaker nữ đế gồ. nhịp tim HAPU trắng đen. trắng đỏ,180000000,4,,331,,154,90,1598,0,18000000000,18000000000,-1,-1,4.831169,[154. 1. 2. 4. 8. 139],154,28,57,['35 trắng đen'. '35 trắng đỏ'],2,9e547be8e9333bd9bc355d1e04260b29,1758867221,46366308,161,Hà Nội,0
Giày thể thao nữ đế cao HAPU vạch phản quang ORN,50000000,2,50%,508,,164,348,563,10000000000,5000000000,13900000000,10000000000,25000000000,4.841463,[164. 1. 2. 4. 8. 149],164,48,75,['35 trắng đỏ.'. '36 trắng đỏ'. '37 trắng đỏ'. '35 trắng đen.'. '36 trắng đen'. '37 trắng đen'. '5 đôi lót nữ'],7,a20de379489cf42ea50f1d677d35d62c,7810914388,46366308,161,Hà Nội,39
Giày Sandal Quai Ngang Vento NB01 Đỏ,300000000,2,,56,,37,30,283,0,30000000000,30000000000,-1,-1,4.945946,[37. 0. 0. 1. 0. 36],37,8,12,['36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'. '35'. '44'],10,59856885ffc4feb084b3e965d8c7d224,2062563902,1207329,2429,TP. Hồ Chí Minh,0
Giày Thể Thao Nam Biti's Hunter Core Colorblock Red DSMH01201XNH,699000000,13,,243,,61,39,8925,0,69900000000,69900000000,-1,-1,4.967213,[61. 0. 0. 1. 0. 60],61,21,23,['39'. '40'. '41'. '42'. '43'. '44'. '45'],7,7a8a59540ff02af9cc4089f954dc2ebb,6506063777,25211549,2429,TP. Hồ Chí Minh,0
Giày thể thao [FREESHIP TOÀN QUỐC] Giày thể thao nam nữ (ĐƯỢC KIỂM TRA HÀNG TRƯỚC KHI NHẬN) ĐẾ CAO 5CM TẶNG TẤT KHỬ MÙI,250000000,399,37%,10,,7,11598,1525,39900000000,25000000000,25000000000,39900000000,39900000000,4.857143,[7. 0. 0. 0. 1. 6],7,4,5,['Đen'. 'Đỏ'],2,f9cf1fe47a76511d8f81604df730c5f3,8602347462,148713365,2429,Hà Nội,0
Giày Tây Nam Da Bò Đế Khâu ảnh Thật H58,250000000,12,50%,2599,,65,185,785,50000000000,25000000000,25000000000,50000000000,50000000000,4.738462,[65. 2. 0. 3. 3. 57],65,18,38,['38'. '39'. '40'. '41'. '42'. '43'],6,f99447f26d78016bedac88cbe3598a88,2912343876,8206745,2429,Hà Nội,0
Giày cao gót 5 phân bít mũi hở gót TRÒN LT,115000000,7,47%,4952,,98,604,551,21500000000,11500000000,11500000000,21500000000,21500000000,4.887755,[98. 0. 2. 1. 3. 92],98,40,51,['Trắng gót 5 phân'. 'Kem 5 phân'. 'Đen gót 5 phân'. 'Trắng gót 7 phân'. 'Kem 7 phân'. 'Đen gót 7 phân'],6,b11ad103f51c11fc8b6a5166731ed307,2568563736,86148454,161,TP. Hồ Chí Minh,54
[FREESHIP_99K] Giày SANDAL quai hậu nam Việt Thủy kiểu dáng thời trang - A017D,157000000,6,,4270,,224,1993,163,0,15700000000,15700000000,-1,-1,4.888393,[224. 2. 1. 1. 12. 208],224,55,86,['Đỏ'. 'Đen'. 'Xanh đen '. 'Xanh rêu'. 'Xám'],5,58e32de156590f51fb719f4d21ceeafb,1949279538,11348336,2429,TP. Hồ Chí Minh,0
GIÀY CAO GÓT TRÊN 7P BIGTREE HÀNG CHÍNH HÃNG ĐẾ VUÔNG 1069-5,50000000,10,,250,,72,61,4052,0,5000000000,24900000000,-1,-1,4.930556,[72. 0. 1. 0. 2. 69],72,13,32,['Bạc (SALE)'. 'Đen'. 'Đỏ (SALE)'. 'Nude'. 'Ghi (SALE)'. 'Xanh cổ vịt'. 'TÍM ĐẬM'],7,28670fc88b826cba6102259e4b88b57f,6206429797,198505398,161,Hà Nội,19
[XẢ KHO] Giày thể thao nam lịch lãm ( mcc qeen ),115000000,5,50%,141,,173,2486,819,23000000000,11500000000,15500000000,23000000000,31000000000,4.83237,[173. 5. 1. 2. 2. 163],173,32,71,['Trắng'],1,d512b580d1e85c4607473d1fe7542e67,1987875622,20315125,2429,Hà Nội,0
Giày sandal cao gót. giày cao gót nữ hở mũi gót khoét siêu HÓT gót cao 7cm 2 màu đen và kem,139000000,7,49%,306,,90,1135,723,27500000000,13900000000,13900000000,27500000000,27500000000,4.888889,[90. 0. 1. 1. 5. 83],90,32,53,['đen'. 'kem'],2,f33844e7a6383829bfcb59fab1b854f3,6924412593,238452638,161,Thừa Thiên Huế,30
(full box. ảnh thậy) Giày thể thao 3s độn đế nam nữ,289000000,27,36%,415,,237,715,3386,45000000000,28900000000,28900000000,45000000000,45000000000,4.793249,[237. 3. 1. 7. 20. 206],237,64,116,['3s đen'. '3s vàng xanh'. '3s xanh đỏ'. '3s vàng hồng'. '3s trắng xám'. '3s trắng vàng'],6,f72ec51dc9618db413dc36e2213d77b6,2464778271,154252787,161,Hà Nội,14
⚡[SALE OFF] Giày Thể Thao Vns Classic Đen Trắng Khuyến Mãi,35000000,2,,219,,158,9743,151,0,3500000000,16000000000,-1,-1,4.867089,[158. 2. 0. 3. 7. 146],158,29,68,['Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'. 'Size 44'. 'Tất + Nước Lau Giày'],10,453dd7de4d8b818d8595be88e1937603,633792522,36633209,2429,Hà Nội,35
Giày da nữ mũi tròn đế thô phong cách Retro,162360000,0,18%,241,,86,2449,501,19800000000,16236000000,16236000000,19800000000,19800000000,4.895349,[86. 0. 1. 1. 4. 80],86,22,43,['white35'. 'white36'. 'white37'. 'white38'. 'white39'. 'black35'. 'black36'. 'black37'. 'black38'. 'black39'. 'red35'. 'red36'. 'red37'. 'red38'. 'red39'],15,14766f5c1305988643d744da7e025a1a,1228762124,72486903,161,Nước ngoài,0
[RẺ VÔ ĐỊCH] GIÀY CAO GÓT QUẤN DÂY TRONG SUỐT 9 PHÂN MS - KÈM ẢNH THẬT,133940000,6,26%,555,,176,921,1938,18100000000,13394000000,13394000000,18100000000,18100000000,4.778409,[176. 3. 2. 3. 15. 153],176,53,87,['Đen'. 'Nude'],2,466b9716562bf7f87a83fbe45939bd68,2377175176,49173871,161,TP. Hồ Chí Minh,12
Giày Sandal Saado Camo Hồng Mận Siêu Nhẹ,279000000,3,10%,111,,96,37,436,30900000000,27900000000,27900000000,30900000000,30900000000,4.9375,[96. 0. 0. 0. 6. 90],96,40,49,['Hồng Mận'],1,9ffbdd1f40115be24206a5f3d228749f,2646704802,169637250,161,TP. Hồ Chí Minh,0
Giày cao gót Erosska thời trang mũi nhọn phối dây hở gót cao 5cm _EH015,179000000,10,40%,99,,152,48,954,30000000000,17900000000,17900000000,30000000000,30000000000,4.815789,[152. 2. 1. 2. 13. 134],152,51,71,['Nude  - size 35'. 'Nude - size 36'. 'Nude - size 37'. 'Nude - size 38'. 'Nude - size 39'. ' Đen - Size 35'. ' Đen - Size 36'. ' Đen - Size 37'. ' Đen - Size 38'. ' Đen - Size 39'],10,727228dcb0da1aa58921a5bd640bfef4,1717249213,42063380,161,TP. Hồ Chí Minh,17
(ORDER) Giày cao gót mũi nhọn đinh tán BIG SIZE 41.42.43,215000000,5,,197,,64,2657,1016,0,21500000000,21500000000,-1,-1,4.96875,[64. 0. 0. 0. 2. 62],64,15,25,['Trắng'. 'Đen'. 'Nude'],3,8ae16615f42423ec2764df927edaeb57,2448487298,15022968,161,Hà Nội,0
[FLASH SALE] Giày Thể Thao CV Classic Đen Trắng Cổ Cao Nam Nữ,25000000,2,,85,,80,9984,225,0,2500000000,11000000000,-1,-1,4.95,[80. 0. 1. 0. 1. 78],80,11,27,['Size 35'. 'Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'. 'Size 44'. 'Box + Plac'],11,d7d944aaf063a25653a5b33d9b397afe,561894504,37378562,2429,Hà Nội,0
Giày cao gót Erosska thời trang mũi nhọn da lộn quai vắt sau gót cao 3cm màu hồng _ EL011,139000000,4,54%,188,,141,25,1483,30000000000,13900000000,13900000000,30000000000,30000000000,4.829787,[141. 2. 1. 3. 7. 128],141,52,69,['Nude'. 'Hồng'. 'Xám'. 'Xanh'. 'Đen'],5,236666aecddecc16ef95a8745ea2bbc7,2721524600,42063380,161,TP. Hồ Chí Minh,21
🎁 [FREE SHIP + BOX] Giày Thể Thao Old Skool Đen Trắng Hàng Chất Lượng,35000000,3,,121,,119,10585,679,0,3500000000,17000000000,-1,-1,4.840336,[119. 0. 0. 5. 9. 105],119,21,46,['Size 35'. 'Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'. 'Size 44'. 'Tất + Nước Lau Giày'],11,8a73f0affea3aa8486d062bad95b18a6,868916793,33528799,2429,Hà Nội,29
Giày đá bóng Kamito QH19 Quang hải,310000000,4,22%,51,,64,598,1465,31000000000,31000000000,44500000000,31000000000,55500000000,4.9375,[64. 0. 0. 0. 4. 60],64,14,24,['Đỏ'. 'Cam'. 'Trắng pha xanh'. 'Xanh pha xanh'. 'Vàng'],5,8578717b45fbad9fbea0d5a2660d741b,2684182187,48783690,9675,Hà Nội,60
Giày Tây Nam Tăng Chiều Cao 5cm Da Bò Giày Tây Cao Cấp Công Sở Màu Đen Lịch Lãm Chunkstore,679150000,252,15%,9,,5,5742,1999,79900000000,67915000000,67915000000,79900000000,79900000000,5,[5. 0. 0. 0. 0. 5],5,2,5,['38'. '39'. '40'. '41'. '42'. '43'],6,51ab0049d9890b6bc47003478af5caa6,7162961667,145826884,2429,Hà Nội,0
Giày Tây Cao Cấp Cho Nam Màu Đen Lịch Lãm Giày Da Nam Buộc Dây Công Sở Chunkstore,419300000,252,30%,17,,4,5742,1397,59900000000,41930000000,41930000000,59900000000,59900000000,5,[4. 0. 0. 0. 0. 4],4,2,4,['38'. '39'. '40'. '41'. '42'. '43'],6,eaa7933a0c526e4f2684484b5d62b24e,6363030052,145826884,2429,Hà Nội,0
GIÀY thể thao nữ phối Lưới Độn Đế sóng tag FASHION FREE SHIP G18,400000000,101,,4,,11,373,210,0,40000000000,40000000000,-1,-1,5,[11. 0. 0. 0. 0. 11],11,8,10,['35'. '36'. '37'. '38'. '39'],5,6c97fb8576fca0386f9a0d620eae9d40,5363750548,194242815,161,Hà Nội,0
GIẦY BẢO HỘ ABC MŨI SẮT ĐẾ KẾP CHỐNG DẦU,115000000,9,,44,,44,200,103,0,11500000000,11500000000,-1,-1,4.75,[44. 1. 0. 2. 3. 38],44,10,22,['Giầy bảo hộ đế kếp'. '39'. '40'. '41'. '42'. '43'. '44'],7,660f96333504e6ef0b0d8f571886e0f2,674297203,25332461,9675,Hà Nội,0
[ RẺ VÔ ĐỊCH ]Giày bảo hộ lao động thời trang 2TH - CÓ VIDEO,359000000,7,49%,2408,,88,183,492,70000000000,35900000000,35900000000,70000000000,70000000000,4.920455,[88. 0. 0. 1. 5. 82],88,23,48,['39'. '40'. '41'. '42'. '43'. '44'],6,675d72104b936edb273f3d3c0e62190a,2564155576,51225497,87,Khánh Hòa,46
Giày yz 350 trắng nữ đẹp,149000000,10,45%,5852,,36,7124,1940,26900000000,14900000000,14900000000,26900000000,26900000000,5,[36. 0. 0. 0. 0. 36],36,28,30,['Đế vàng'. 'Đế cam'. 'Đế xanh'],3,693d705efd339537c407e34a47e62265,1578751072,81075873,161,Đắk Lắk,12
(FREESHIP) Giầy thể thao nữ độn đế.thiết kế quai chéo không dây siêu hót. tiện lợi và rễ đi T130,175000000,24,48%,53,,60,97,1416,33500000000,17500000000,17500000000,33500000000,33500000000,4.9,[60. 1. 0. 0. 2. 57],60,18,41,['35'. '36'. '37'. '38'. '39'. '40'],6,518dd8a92bc00236c2399c222e7114d8,3954152380,272986059,161,Hà Nội,15
Giày Boot Nam Cổ Lửng Đế Khâu Da Trơn Màu Đen Cực Chất - M354-DEN,185000000,11,,2465,,64,15847,1733,0,18500000000,18500000000,-1,-1,4.78125,[64. 0. 1. 2. 7. 54],64,15,31,['38'. '39'. '40'. '41'. '42'. '43'],6,5e71830963f1aa2c9648a5459404ed9d,1616705708,53373295,2429,Hà Nội,0
Hàng đẹp có sẵn Giày thể thao nam nữ M.L.B NY kem chữ vàng,585000000,251,25%,1,,11,9748,197,78000000000,58500000000,58500000000,78000000000,78000000000,4.909091,[11. 0. 0. 0. 1. 10],11,7,11,['Ny chữ vàng'],1,f5209331b35e2a2a345079fae9b5c75a,8302285807,269341249,161,Hà Nội,0
giày lười da bò nam Vân Cá Sấu - Da Bò Nguyên Tấm 100% - Đế Cao Su Đúc Mềm -  CS05,249000000,2,13%,4106,,163,6932,592,28500000000,24900000000,24900000000,28500000000,28500000000,4.803681,[163. 3. 1. 5. 7. 147],163,35,76,['37'. '38'. '39'. '40'. '41'. '42'. '43'],7,f6438fee821c69499435189a6f937210,2488810996,33556821,2429,Hà Nội,55
Giày Thể Thao Biti's Hunter X 2k20 Matcha DSMH03400XMN (Xanh Nhớt),999000000,18,,143,,86,2,11296,0,99900000000,99900000000,-1,-1,4.860465,[86. 2. 0. 1. 2. 81],86,27,33,['39'. '40'. '41'. '42'. '43'. '44'. '45'],7,5804915b4369f87542bdf122f34dd8a6,7343644266,25211549,2429,TP. Hồ Chí Minh,0
[ Hot Trend - Hàng cao cấp ] Giày thể thao van old skool đen nhung cao cấp - Yabi storre,289000000,308,28%,2,,8,7587,99,40000000000,28900000000,28900000000,40000000000,40000000000,5,[8. 0. 0. 0. 0. 8],8,8,8,['36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'],8,5ab19162b5dfa8a156f5a471c7366fbf,3769018707,256510383,161,Hà Nội,0
giày sục dáng cơ bản êm chân tiện lợi mã A05( 1020),85000000,0,,1205,,1246,1,802,0,8500000000,8500000000,-1,-1,4.817817,[1246. 23. 5. 22. 76. 1120],1246,446,596,['Đen'. 'vàng'. 'Trắng'. 'Đỏ mận'],4,e8f99ad572561797ee1e315a67bc48a7,2354045177,6054226,161,Hà Nội,23
[Free Ship Kèm Ảnh Thật ] Giày Sandal Nam Vento Hàng VNXK Cao Cấp Mẫu Mới NV9801 Đen FULL BOX,292000000,3,,133,,65,130,570,0,29200000000,29200000000,-1,-1,4.923077,[65. 0. 0. 1. 3. 61],65,14,24,['Đen'. 'Xám'. 'Xanh Dương'. 'Nâu be'],4,6180a22e99511c81fcb5665f552f7f13,1690520439,63719191,2429,TP. Hồ Chí Minh,0
