Name,price,sold,discount,liked-count,ads_keyword,cmt_count,stock,view_count,price_before_discount,price_min,price_max,price_min_before_discount,price_max_before_discount,rating_star,rating_count,rating_count_total,rcount_with_image,rcount_with_context,options,options_count,image,itemid,shopid,catid,shop_location,video_info_list_duration,stt
"Áo Polo Nam trơn cổ trụ ,thun  cao cấp from chuẩn, thiết kế phong cách sang trọng,AREMI ARPL13",249000000,20,38%,5,,11,384,1162,39900000000,24900000000,24900000000,39900000000,39900000000,5,[11. 0. 0. 0. 0. 11],11,2,8,['xanh đen'],1,04654ba4a43fbd00b2015bb189d1ae11,3172295933,257412160,78,TP. Hồ Chí Minh,32,7368
ÁO PHÔNG ÁO THUN TAY LỠ SWE YOUTH TUỔI TRẺ UNISEX NAM NỮ SV PLUS - 60,69000000,8,28%,50,,22,42,428,9600000000,6900000000,6900000000,9600000000,9600000000,4.909091,[22. 0. 0. 0. 2. 20],22,9,13,['Trắng'. 'Đen'. 'Kem'],3,2801df5ed73810ad5393416044ad61cd,5518865644,156186311,77,Hà Nội,0,7369
ÁO HOODIE KHÔNG NÓN CHẤT NỈ BÔNG NAM NỮ ĐỀU MẶC ĐƯỢC,72250000,2,15%,94,,13,6016,897,8500000000,7225000000,7225000000,8500000000,8500000000,4.923077,[13. 0. 0. 0. 1. 12],13,1,3,['SIZE M'. 'SIZE L'],2,4458d426216b6634fee618b980ea0df2,1313566579,40053885,77,Cần Thơ,0,7370
"Áo phao nam, Áo khoác nam",350000000,0,,1063,,125,25,788,0,35000000000,35000000000,-1,-1,4.44,[25. 2. 0. 2. 2. 19],25,0,20,['Đỏ đô M'. 'Đỏ đô L'. 'Đỏ đô XL'. 'Xám đậm M'. 'Xám đậm L'. 'Xám đậm Xl'. 'Đen M'. 'Đen L'. 'Đen XL'. 'Xanh than M'. 'Xanh than L'. 'Xanh than XL'. 'Xám nhạt M'. 'Xám nhạt L'. 'Xám nhạt XL'. 'Xanh rêu M'. 'Xanh rêu L'. 'Xanh rêu XL'],18,aa4cb179a4eef77a20f42c62d47b894b,623299491,25850815,78,Hà Nội,0,7371
Áo thun nam nữ họa tiết họa hình form rộng vải dày mịn 2020T2852,24900000,18,,805,,17,9935,345,0,2490000000,3990000000,-1,-1,4.529412,[17. 0. 2. 1. 0. 14],17,1,7,0,18,5724e72d9b3880aa25f4f9f1ba7f4dc2,6135630363,76875639,78,Đồng Nai,0,7372
"Áo khoác Hoodie Jacket LMC, JACKLANE , áo nỉ nam nữ Oversize Jack lane",250000000,5,,52,,19,238,2203,0,25000000000,25000000000,-1,-1,4.631579,[19. 1. 0. 0. 3. 15],19,7,9,['Đen - L'. 'Đen - M'. 'Đen - XL'],3,f065677b2ab64a38b2bc711ce0c85224,3166094552,14016573,78,Hà Nội,17,7373
Áo Phông Form Rộng SWE Cube Smoke Uniex Nam Nữ - Áo thun SWE Khói Tay Lỡ - Leevin Store,89000000,11,50%,23,,19,39,944,17800000000,8900000000,8900000000,17800000000,17800000000,4.894737,[19. 0. 0. 0. 2. 17],19,6,8,['Đen'. 'Cam'],2,a7134d073cb5b8cde3fb8990fc81b7dd,7955091839,218712444,78,Bắc Ninh,55,7374
Áo sơ mi nam caro BBR cao cấp màu vàng cam mới (𝐇𝐚̀𝐧𝐠 𝐋𝐨𝐚̣𝐢 𝟏),189000000,7,41%,67,,22,319,2551,32000000000,18900000000,18900000000,32000000000,32000000000,4.545455,[22. 2. 0. 0. 2. 18],22,4,9,['size M'. 'size L'. 'size XL'. 'size XXL'],4,48dd18f48ec34106c2ce8dcbd6a8f11d,6442155306,230503222,78,Phú Thọ,47,7375
Áo Sơ Mi Nam tay dài Chất Lụa Cao cấp Hoạ Tiết Dập Trắng Chìm,99000000,5,23%,17679,,25,1574,1575,12900000000,9900000000,10500000000,12900000000,12900000000,4.76,[25. 1. 0. 0. 2. 22],25,5,7,['Trắng dập gucci'],1,3978106e71d053d353785eea886f04a2,1672359991,9625510,78,TP. Hồ Chí Minh,10,7376
Áo Khoác Nỉ Hoodie Dây Kéo Cao Cấp Áo Hoodie Nam Nữ Unisex Form Rộng Dày Dặn Đẹp - R2T Việt Nam,199000000,0,50%,25,,1,36382,3090,39800000000,19900000000,19900000000,39800000000,39800000000,5,[1. 0. 0. 0. 0. 1],1,0,1,['Áo Hoodie Nỉ Đen'. 'Áo Hoodie Nỉ Hồng'. 'Áo Hoodie Nỉ Trắng'. 'Áo Hoodie Nỉ Xanh'],4,2d5d7704d943492553f2ebf7e5605d2d,6761031205,317396792,78,TP. Hồ Chí Minh,0,7377
[ FREE SHIP ĐƠN 99K ]_Áo dạ nam phủ lông Hàn Quốc ( nhiều màu ),550000000,6,,1418,,9,24747405,4794,0,55000000000,55000000000,-1,-1,4.777778,[9. 0. 0. 1. 0. 8],9,1,8,['Đen xám'. 'Đen bóng'. 'Xanh'. 'Nâu'. 'Xám xanh'],5,c2b952cabd73483730865473c4730372,4803143770,140365937,78,Quảng Ninh,0,7378
Áo Thun Cotton Thấm Hút Mồ Hôi Thoáng Khí Cho Nam Khi Lái Xe Câu Cá,67600000,11,,6,,10,4054,282,0,6760000000,7380000000,-1,-1,4.9,[10. 0. 0. 0. 1. 9],10,4,3,['black'. 'grey'. 'black non-slip (touch screen)'. 'gray (touch screen)'. 'blue (touch screen)'. 'burgundy (touch screen)'],6,11a35d9c655bd6031b92b849baadac24,4437405335,272365888,9675,Nước ngoài,0,7379
Áo Thun Nam Thể Thao Cổ Tròn Logo NY Nhiều Màu Cao Cấp Phong Cách Trẻ Trung Thời Trang TG,69000000,6,49%,23957,,16,89921,7349,13400000000,6900000000,6900000000,13400000000,13400000000,4.9375,[16. 0. 0. 0. 1. 15],16,2,2,['ĐEN '. 'TRẮNG '. 'VÀNG'],3,53da6fec9162e50bf3b6ca80cefe2f1d,7347247394,297759757,78,TP. Hồ Chí Minh,0,7380
"áo thun cổ bẻ thun cá sấu nam , nữ, áo thun polo cổ trụ tay ngắn thiết kế siêu ngầu.",89000000,19,26%,6,,10,9968,702,12000000000,8900000000,8900000000,12000000000,12000000000,4.9,[10. 0. 0. 0. 1. 9],10,3,5,['M'. 'L'. 'XL'. 'XXL'. 'XXXL'],5,83756e4f416c6236c48f6bf64fd1e36d,4235446452,114665421,78,TP. Hồ Chí Minh,0,7381
"Áo thun trơn nam nữ tay ngắn cổ tròn thời trang màu vàng cúc - áo phông rẻ đẹp, áo nhóm",28000000,18,40%,2,,8,601,176,2800000000,2800000000,3480000000,2800000000,5800000000,5,[8. 0. 0. 0. 0. 8],8,2,4,['Size trẻ em inbox'. 'S'. 'M'. 'L'. 'XL'. 'XXL'. 'XXXL'],7,8986f28cbac53e3a7e66ba496f148f5a,6934019631,112193722,78,TP. Hồ Chí Minh,29,7382
Áo thun nam cổ tròn CHPION M2 cao cấp KENSTORE89 ATP079,125000000,13,34%,29,,17,1142,1191,19000000000,12500000000,12500000000,19000000000,19000000000,4.764706,[17. 1. 0. 0. 0. 16],17,2,6,['Trắng'. 'Đen'. 'Xám'],3,2ce98700567cac8207c498b5045efb98,3439559945,27211307,78,TP. Hồ Chí Minh,0,7383
"Áo sơ mi lụa dài tay kẻ in kẻ sọc trắng xanh, nam nữ mang được, mẫu sọc dễ mang phù hợp với mọi hoàn cảnh",75000000,3,50%,5,,6,2864,107,15000000000,7500000000,7500000000,15000000000,15000000000,5,[6. 0. 0. 0. 0. 6],6,0,3,['M'. 'L'. 'XL'],3,c3240ddbc156743a298097111c2b4ef7,6808516360,185982885,77,TP. Hồ Chí Minh,0,7384
Áo thun nam Biman by Biluxury dài tay giữ nhiệt tốt vải mỏng nhẹ hàng mới về 4ATOB003,159000000,27,47%,10,,10,185,1101,29800000000,15900000000,15900000000,29800000000,29800000000,5,[10. 0. 0. 0. 0. 10],10,3,5,['ĐEN'. 'GHI ĐÁ'],2,c8cd6661ec1b713ba144603b9b530900,7265043719,68988783,78,Hà Nội,0,7385
"Áo len đôi cổ lọ 🌸FREESHIP🌸 Áo len cặp nam nữ trơn cổ cao lông cừu mềm mịn hàng Quảng Châu (màu trắng, đen, xám, đỏ)",158760000,22,16%,13,,10,198,1622,18900000000,15876000000,15876000000,18900000000,18900000000,4.9,[10. 0. 0. 0. 1. 9],10,4,5,['Đỏ'. 'Đen'. 'Xám nhạt'. 'Trắng'. 'Xám đậm'. 'Xanh than'. 'Be sữa'. 'Kaki cam'],8,7b2fde6c3c1719922ffc138ad37d8277,6066980964,6780859,77,Đà Nẵng,0,7386
Áo dù nam nữ bận siêu mát mẻ WEEKEND T003,79000000,0,43%,47,,28,137,88,13900000000,7900000000,7900000000,13900000000,13900000000,4.75,[28. 0. 1. 1. 2. 24],28,6,11,['Đen'. 'Hồng'. 'Xám'],3,34e468ef34274d2e000e8c5dcaf14d0a,2032835108,3563773,78,TP. Hồ Chí Minh,0,7387
"Áo Phông Nam Đẹp Cao Cấp - Áo Thun Nam Tay Ngắn Cổ Tròn Đẹp Aristino - Chất vải mềm, co giãn, mặc siêu mát G",66000000,2,45%,132,,4,19627,22,12000000000,6600000000,6600000000,12000000000,12000000000,4.75,[4. 0. 0. 0. 1. 3],4,1,4,['Xanh'. 'Trắng'. 'Đen'. 'Ghi sáng'],4,c4301b1abadc24b49ebd64b7d7513bad,5941001321,253624053,78,Hà Nội,20,7388
⚡CỰC CHẤT⚡ Áo thun S.W.E Form Rộng Unisex/ ao thun nam nu/ ao tay lỡ (ẢNH THẬT),90000000,82,10%,665,,1,1588,693,10000000000,9000000000,9000000000,10000000000,10000000000,5,[1. 0. 0. 0. 0. 1],1,0,1,[''],1,e732686c1be6ea6174eaa2f12d21cd80,5567859694,140991354,77,TP. Hồ Chí Minh,0,7389
áo khoác đôi unisex nam nữ kaki lông 2 màu đen và nâu/ áo khoác kaki nam nữ form rộng mix mũ lông hot 2020,145000000,20,9%,38,,9,1947,3640,15900000000,14500000000,14500000000,15900000000,15900000000,5,[9. 0. 0. 0. 0. 9],9,4,6,['đen'. 'nâu'],2,5450bd39941f2dd9cf83fdb3c8375a14,7155622341,202980964,77,Hà Nội,15,7390
✨LOCAL BRAND✨Áo thun nam/nữ UNISEX form rộng tay lỡ - BAD HABBIT/ao thun nu/tay lo/oversize/local brand (Freesize <70kg),95000000,82,37%,691,,1,2018,830,15000000000,9500000000,9500000000,15000000000,15000000000,5,[1. 0. 0. 0. 0. 1],1,0,1,[''],1,ff358e61a42e98e87fcafa7847786e6a,5967860795,140991354,77,TP. Hồ Chí Minh,0,7391
Áo Hoodie sweater nam nữ đẹp rẻ binz - HD22.V1,69300000,50,30%,0,,0,2950,45,9900000000,6930000000,6930000000,9900000000,9900000000,0,[0. 0. 0. 0. 0. 0],0,0,0,['M'. 'L'. 'XL'],3,2a713663654cb851fae9a3a3f8047ec5,3852331168,261459456,78,Hà Nội,0,7392
"Áo khoác dù nam nữ thời trang sành điệu M017 ( Vàng, Đen, Đỏ)",79000000,0,47%,51,,27,114,105,14900000000,7900000000,7900000000,14900000000,14900000000,4.407407,[27. 2. 0. 3. 2. 20],27,1,6,['Vàng'. 'Đen'. 'Đỏ'],3,a61d9f180bcd79083ffadf352e8530f3,1452963483,3563773,77,TP. Hồ Chí Minh,0,7393
"Áo thun tay lỡ form to rộng Impossible $ siêu ngầu, áo phông phom rộng HLFashion",69000000,18,43%,46,,56,112,729,12000000000,6900000000,6900000000,12000000000,12000000000,4.964286,[56. 0. 0. 1. 0. 55],56,17,19,['Trắng'. 'Đen'],2,c05e736d89dde70fa996beacea3f84ed,2903772395,59616175,78,TP. Hồ Chí Minh,47,7394
Áo Gap Dư Xịn Full tag,119000000,0,,8,,14,41,65,0,11900000000,11900000000,-1,-1,4.857143,[14. 0. 0. 1. 0. 13],14,1,3,['Ghi tiêu'. 'Đen'. 'Đen cổ V'. 'Xanh Navy'. 'Tím hồng cổ V'. 'Trắng'],6,55e468254238745095afe30475923dd2,3928123115,41569683,78,Hà Nội,0,7395
Áo Thun Nam Ngắn Tay 💟FREESHIP💟 Áo Phông Nam Thoang Khí -  Áo Nam Hàng Nhập Quảng Châu,75000000,1216,50%,3709,,4,58784,3958,15000000000,7500000000,7500000000,15000000000,15000000000,5,[4. 0. 0. 0. 0. 4],4,1,2,['TRẮNG'. 'ĐEN'],2,8508c451c601abf7d7febb1b4b8b430c,5062984314,339563019,78,Hà Nội,0,7396
Áo blazer nam kẻ caro Thời Trang Hàn Quốc -BZ02,299000000,112,7%,783,,159,292,10619,32000000000,29900000000,29900000000,32000000000,32000000000,4.641509,[159. 4. 3. 8. 16. 128],159,27,55,['Xám'],1,6894428739901474cdc2d5a43ebfcf10,6201389270,115901754,78,Hà Nội,0,7397
"Áo thun tay lỡ Steve's, áo phông nam nữ Unisex, Jack Lane",129000000,52,48%,256,,226,360,2702,25000000000,12900000000,12900000000,25000000000,25000000000,4.756637,[226. 5. 1. 6. 20. 194],226,49,87,['Đen - M'. 'Đen - L'. 'Đen - XL'. 'Xám - M'. 'Xám - L'. 'Xám - XL'. 'Trắng - M'. 'Trắng - L'. 'Trắng - XL'],9,38e5515b26a0855c0bea01876fa50246,4120919217,14016573,78,Hà Nội,18,7398
Áo Khoác Hoodie Unisex Nỉ Bông Cao Cấp Áo Hoodie Nam Nữ Unisex Form Rộng Dày Đẹp - R2T Việt Nam,299000000,0,25%,10,,1,17057,829,39800000000,29900000000,29900000000,39800000000,39800000000,5,[1. 0. 0. 0. 0. 1],1,0,1,['Áo Hoodie Unisex Đỏ'. 'Áo Hoodie Nỉ Trắng'],2,8bc3b01d5bfbe67e32de44f6c716a78a,4860963921,317396792,78,TP. Hồ Chí Minh,0,7399
Áo khoác gió nam 2 lớp lót lưới chống nước cực tốt,165000000,0,,1591,,1,11103,1684,0,16500000000,16500000000,-1,-1,5,[1. 0. 0. 0. 0. 1],1,0,1,['Xanh than'. 'Xanh rêu'. 'Đen'. 'Ghi xám'],4,1b0264b350e3aeec7b638062b1affdfb,7061156967,318656698,78,Hà Nội,0,7400
Ảnh Thật Áo Khoác Nữ Angel Land Thun Nỉ Ngoại Free Size 70kg AK74 [ ÁO KHOÁC NỮ _ ÁO KHOÁC NAM ],193800000,0,,19,,6,28563,591,0,19380000000,19380000000,-1,-1,5,[6. 0. 0. 0. 0. 6],6,0,5,['Trắng(Free Size 70kg'. 'Đen(Free Size 70kg'. 'Nâu(Free Size 70kg'],3,89984eb3d436777af70baea101fa4982,7461684533,305033497,77,TP. Hồ Chí Minh,0,7401
Áo Sơ Mi Nam Caro Dài Tay Cao Cấp - Thời Trang Nam Trẻ Trung Lịch Lãm,49000000,4,,2835,,30,101,158,0,4900000000,4900000000,-1,-1,4.7,[30. 0. 1. 1. 4. 24],30,10,14,['Xanh AD13'. 'Trắng AD13'. 'Xám AD13'],3,6b1a6e277e272d60023f65eabe213f43,2402120060,81068364,78,Hà Nội,60,7402
Áo Sơ Mi Nam CHẤT LỤA DÀI TAY LOGO CON ONG TRẮNG -ĐEN PHONG CÁCH HÀN QUỐC (44-70KG),89000000,1,47%,7659,,9,27050,587,16770000000,8900000000,8900000000,16770000000,16770000000,4.777778,[9. 0. 0. 1. 0. 8],9,5,6,['ĐEN SIZE M'. 'ĐEN SIZE L'. 'ĐEN SIZE XL'. 'TRẮNG SIZE M'. 'TRẮNG SIZE L'. 'TRẮNG SIZE XL'],6,8be01ee63fe2c0fb858e230f16155b9c,4133866602,107343471,78,TP. Hồ Chí Minh,0,7403
Áo khoác jean nam màu đen thêu hình mặt sau lưng phong cách thời trang hót 2020 [MẪU TREND],60000000,6,35%,170,,9,1509,567,9200000000,6000000000,18500000000,9200000000,27500000000,4.888889,[9. 0. 0. 0. 1. 8],9,2,5,['ÁO THUN TRẮNG'. 'M: 43-62 Kg'. 'L: 62-69 Kg'. 'XL: 69-75 Kg'],4,eec8cd3f0bd27467cf98497b616663fb,7855492721,43297602,78,TP. Hồ Chí Minh,0,7404
"Áo thun tay dài nam giữ nhiệt cổ tròn chất cotton co giãn, thấm hút tốt mặc thu đông",139000000,0,25%,25,,10,18875,79,18590000000,13900000000,13900000000,18590000000,18590000000,4.8,[10. 0. 0. 0. 2. 8],10,1,8,['Đen'. 'Trắng'. 'Xanh than'. 'Ghi sáng'. 'Ghi tối'],5,05fe5da04112cfcc59578433336da550,7856093316,215387529,78,Hà Nội,0,7405
Áo khoác gió nam nữ mỏng thu đông VNXK cao cấp dáng thể thao chống nước chống gió mặc thu đông M1,199000000,1,9%,9,,6,119652,65,21900000000,19900000000,19900000000,21900000000,21900000000,5,[6. 0. 0. 0. 0. 6],6,5,5,['Đen'. 'Đỏ'. 'Xanh'. 'Vàng'. 'Than'],5,833ba43eef5f24efac81111d2f75fa47,6454805934,253624053,78,Hà Nội,40,7406
"Áo khoác gió nam mỏng vải dù thu đông cao cấp dáng thể thao chống nước siêu tốt, mũ có thể tháo rời đủ 5 màu M2",199000000,1,9%,7,,6,119768,54,21900000000,19900000000,19900000000,21900000000,21900000000,5,[6. 0. 0. 0. 0. 6],6,2,2,['Đỏ'. 'Đen'. 'Xanh'. 'Vàng'. 'Than'],5,4e0775531b1ee17d4be9079afaf10430,6154022025,253620019,78,Hà Nội,57,7407
Áo Thun Tay Dài Trơn Nam Cửa Hàng Đồng Phục - Gấu Store (BH 12 Tháng),49000000,6,38%,61,,4,204644,63,7900000000,4900000000,4900000000,7900000000,7900000000,5,[4. 0. 0. 0. 0. 4],4,2,2,['Trắng'. 'Đen'. 'Đỏ'. 'Xanh Đen'. 'Xám Tiêu'. 'Cam'. 'Tím'. 'Hồng Dâu'. 'Xanh'. 'Vàng'],10,3702d8efa96aa9e8b03aa282bb06a8c4,3962023459,189967266,78,Đồng Nai,0,7408
Áo thun Mỹ Unisex (nam và nữ) giá rẻ nhất - ĐỌC KỸ MÔ TẢ,37050000,4,5%,31,,23,434,713,3900000000,3705000000,3705000000,3900000000,3900000000,4.347826,[23. 2. 1. 1. 2. 17],23,7,9,['S (dưới 55kg)'. 'M (dưới 65kg)'. 'L (dưới 75kg)'. 'XL (dưới 85kg)'. '2XL'. '3XL'],6,3174f2711e2e12c3713d481e6ba78e84,7224167216,16864152,77,Kiên Giang,0,7409
"Áo sơ mi nam kẻ sọc,,Áo công sở, Áo Sơ Mi hàn quốc chất lụa mềm mịn kiểu dáng hàn quốc ôm nhẹ",148000000,0,26%,942,,9,4472,43,20000000000,14800000000,14800000000,20000000000,20000000000,4.777778,[9. 0. 0. 1. 0. 8],9,4,7,['Trắng'. 'Đen'],2,70c415b153b92b6fb35584a9a9a05c34,7024633803,241477514,78,Hà Nội,0,7410
Áo thun cổ tim nam cao cấp❤️Chất cotton 100%❤️Áo cổ tim nam chất xịn,119600000,0,48%,1742,,8,28,74,23000000000,11960000000,11960000000,23000000000,23000000000,5,[8. 0. 0. 0. 0. 8],8,0,6,['Màu 1'. 'Màu 2'. 'Màu 3'. 'Màu 4'. 'Màu 5( xanh đen)'],5,86f39e28329383a5f7a0608842f14d3c,4748943142,300463198,78,Hà Nội,0,7411
Áo Khoác Jean Nam Thêu Chữ Phong Cách Trẻ Trung Bụi Bặm,165000000,2,,10,,7,593,663,0,16500000000,16500000000,-1,-1,5,[7. 0. 0. 0. 0. 7],7,2,3,['FAPA'. 'STRANGE'],2,398bbdd26cb6fbf4d5977f5e96a74031,6059504353,272162596,78,TP. Hồ Chí Minh,0,7412
Áo thun nam có cổ Havis phối sọc ngang thun cotton nam tính AXK004,109000000,6,45%,1193,,20,1485,173,19900000000,10900000000,10900000000,19900000000,19900000000,5,[20. 0. 0. 0. 0. 20],20,5,9,['Trắng'. 'Tím'. 'Xanh Nhạt'. 'Xanh Bích'. 'Xanh Navy'],5,a869fc677849392b7003f13ad4920fbd,2393092241,22419839,78,TP. Hồ Chí Minh,0,7413
Áo sơ mi nam 2 màu Xám và Xanh nhạt siêu hiếm chất oxford chất dày dặn dáng siêu đẹp,159000000,1,,25,,20,14979,116,0,15900000000,15900000000,-1,-1,5,[20. 0. 0. 0. 0. 20],20,2,4,['Xám'. 'Xanh nhạt'],2,720d0173f2a46533c7c99cac4bbe38b0,2814434494,60089777,78,Hà Nội,0,7414
Áo thun dài tay nam cổ tròn màu trắng chất thun cao cấp dáng hơi ôm phù hợp cho nam,90000000,0,50%,2498,,20,2995,61,9000000000,9000000000,9000000000,9000000000,18000000000,4.7,[20. 0. 0. 2. 2. 16],20,2,7,['ĐEN'. 'TRẮNG'. 'GHI XÁM'. 'GHI TỐI'. 'XANH THAN'],5,759be2bd420dbcc6ea8f0d610c197073,1614245015,63949924,78,Hà Nội,0,7415
"ÁO THUN NAM THỂ THAO ĐẸP, THUN LẠNH 4 CHIỀU CO DÃN AN404",119000000,1,43%,45,,29,4,374,21000000000,11900000000,11900000000,21000000000,21000000000,4.931034,[29. 0. 0. 1. 0. 28],29,11,15,['Đen'. 'Cam'. 'Vàng'],3,7736f5268fe95c68f92f1b436fc1dc7b,3716693178,44151683,78,TP. Hồ Chí Minh,0,7416
Áo khoác nỉ unisex cardigan End Payce nam nữ Wind ulzzang,95000000,7,44%,39,,28,541,879,17000000000,9500000000,9500000000,17000000000,17000000000,4.785714,[28. 1. 0. 0. 2. 25],28,7,13,['Trắng'. 'Đen'],2,e0cb4bcf79846be74a8d7ff3860db544,4752793977,60035041,77,Bình Dương,0,7417
( CAO CẤP) Áo sơ mi nam caro in 3D cao cấp-thoáng mát hút mồ hôi SM00001,99000000,2,50%,24,,32,3538,21,19800000000,9900000000,9900000000,19800000000,19800000000,4.875,[32. 1. 0. 0. 0. 31],32,6,20,['MÀU XANH NƯỚC BIỂN '. 'MÀU TRẮNG BẠC SM0001'. 'MÀU TRẮNG SM00001'],3,e8cf814876697a832808dd80e37469bf,2211128757,82694407,78,TP. Hồ Chí Minh,0,7418
[Có video] Áo thun nam nữ THE JOURNEY tay lỡ form rộng - Thời Trang Phương Ling - Bảo hành 7 ngày - 18062020645,39000000,5,44%,127,,20,1308,274,7000000000,3900000000,3900000000,7000000000,7000000000,4.95,[20. 0. 0. 0. 1. 19],20,5,8,['Đen'. 'Trắng'. 'Vớ siêu ngắn'],3,477e70584d4a65ca1ce20126bc105a90,1999756793,77020771,78,TP. Hồ Chí Minh,25,7419
"Áo thun nam thể thao, co giãn 4 chiều ( ảnh thật ) Mã: A1,A2,A4",99000000,1,,15,,10,1344,74,0,9900000000,9900000000,-1,-1,4.8,[10. 0. 0. 0. 2. 8],10,3,5,['A1 - Xanh Than'. 'A1 - Đen'. 'A1 - Trắng'. 'A1 - Xanh Biển Nhạt'. 'A1 - Xanh Biển Đậm'. 'A1 - Ghi'. 'A1 - Cam'. 'A2 - Đen'. 'A2 - Ghi'. 'A4 - Đen'. 'A4 - Xanh Biển'. 'A4 - Xanh 1'. 'A4 - Xanh 2'. 'A4 - Xanh 3'. 'A4 - Đỏ'. 'A4 - Ghi'],16,c5d58db7a7c78965d6b4da528b21fccc,5337881146,219851215,78,Hà Nội,0,7420
Áo thun nam cổ trụ LECHAU T23 logo ép nổi mềm mịn,99500000,0,50%,4231,,10,7903,56,19900000000,9950000000,9950000000,19900000000,19900000000,5,[10. 0. 0. 0. 0. 10],10,6,8,['Xanh đá'. 'Xanh dương'. 'Đỏ'. 'Xám'],4,355c6cdca93c44539dc9cd8a5e7e1fab,3535520669,264280458,78,TP. Hồ Chí Minh,0,7421
"Áo thun bia hơi (Chất đẹp, nam nữ đều mặc đc)",175000000,1,,13,,16,1157,70,0,17500000000,17500000000,-1,-1,5,[16. 0. 0. 0. 0. 16],16,2,2,['Đen'. 'Trắng'],2,691710bd5bffeec19aa237ac8287af04,2103809967,29594893,78,Hà Nội,0,7422
"[HÀNG MỚI VỀ] Áo thun Thái Lan TOP034, unisex nam nữ | Shopee Việt Nam",149400000,3,17%,19,,20,65,198,18000000000,14940000000,14940000000,18000000000,18000000000,4.8,[20. 0. 1. 0. 1. 18],20,4,7,['1. Trắng'. '2. Đen'. '3. Xám'. '4. Đỏ'],4,bea3e26e87e8be35b05d07a61bb01e0f,2274881634,9674622,77,TP. Hồ Chí Minh,0,7423
"Áo Thun Phản Quang Venom Xương Cotton 75%, Form rộng Unisex, nam nữ Đẹp Ken T-Shirt.",99000000,5,10%,405,,22,23951,149,11000000000,9900000000,9900000000,11000000000,11000000000,4.954545,[22. 0. 0. 0. 1. 21],22,5,8,['Đen'. 'Trắng'. 'Cam'. 'Hồng'. 'Đỏ'. 'Bích'],6,5b1e0deaa5d31329744708e5ee6ea68a,7119574496,94065732,78,TP. Hồ Chí Minh,0,7424
Áo Hoodie poly pocket màu đen form oversize nam nữ đều mặc được,175000000,0,38%,82,,15,40,706,28000000000,17500000000,34000000000,28000000000,34000000000,4.933333,[15. 0. 0. 0. 1. 14],15,4,6,['Đen'],1,fe5fabbdefe984e4eff29a18f4390bbe,7901812831,38722042,78,Hà Nội,12,7425
Chuyên Sỉ Áo Thun Tay Lỡ Nam Nữ Màu Trơn x Vải Cotton Dày Cao Cấp French Terry (Korea) | Unisex Oversized-fit STVR VN,100000000,2,,21,,18,28,57,0,10000000000,12000000000,-1,-1,4.555556,[18. 1. 0. 2. 0. 15],18,2,5,['Trắng - White'. 'Đen - Black'],2,2f718dead3fb425bad9e8b74b895ed28,1533704999,14105167,77,TP. Hồ Chí Minh,0,7426
Áo sơ mi nam thời trang công sở Hàn Quốc vải lụa mềm mịn không xù co giãn tốt,130900000,100,,1,,1,8684,0,0,13090000000,13090000000,-1,-1,5,[1. 0. 0. 0. 0. 1],1,1,1,['Trắng'. 'Đen'],2,ea7321f4d84835c768fea0bc264a7992,4855281734,55057442,78,Hà Nội,0,7427
[SIÊU HOT] ÁO THUN NAM NỮ HAY NHÓM IN HÌNH CÂY HOA VÀ CHỮ I LOVE YOU CỰC HOT ĐỦ MÀU ĐỦ SIZE - ATIN14,36000000,1,43%,351,,38,479937,25,5900000000,3600000000,3900000000,5900000000,6900000000,4.894737,[38. 0. 1. 0. 1. 36],38,5,7,['S'. 'M'. 'L'. 'XL'. '2XL'. '3XL'],6,b8889708b869efbe8e41035297c6627d,2342448334,155345072,77,TP. Hồ Chí Minh,0,7428
[Xả kho 3 ngày] Áo thun nam ngắn tay polo cổ bẻ Ariza bo cotton phối màu chất thun cá sấu cotton thấm mồ hôi tốt,75000000,0,50%,6019,,25,34,33,15000000000,7500000000,7500000000,15000000000,15000000000,4.2,[25. 2. 1. 3. 3. 16],25,2,8,['M'. 'L'. 'XL'. 'XXL'. '3XL'],5,c98c4ad3fddef810225301b3ee859131,1913987363,117814720,78,Hà Nội,53,7429
Áo thun Nam màu đen in logo Marvel Studios - BIGSIZE 3XL 4XL 5XL 6XL 7XL M2272,144000000,3,,13,,19,949,93,0,14400000000,14400000000,-1,-1,5,[19. 0. 0. 0. 0. 19],19,3,4,['Size 3XL'. 'Size 4XL'. 'Size 5XL'. 'Size 6XL'. 'Size 7XL'],5,9d267260a0a70ff2c20b770024d34dbd,3614056734,9856021,78,Cần Thơ,0,7430
Áo Thun Dáng Rộng Tay Nửa In Hoạt Hình Phong Cách Trung Hoa Cá Tính Dành Cho Nam M-4xl,73200000,3,48%,8,,23,7733,152,14210000000,7320000000,7320000000,14210000000,14210000000,4.826087,[23. 1. 0. 0. 0. 22],23,9,15,['black'. 'white'. 'grey'],3,abc8655bf10f832fedb8e70cd2669f4b,7526379264,213164222,78,Nước ngoài,0,7431
Áo thun nam cổ bẻ Havis For Men lịch lãm quý ông ASTD055,109000000,2,45%,438,,20,1182,154,19900000000,10900000000,10900000000,19900000000,19900000000,4.9,[20. 0. 0. 1. 0. 19],20,4,7,['Hồng'. 'Xanh Da Trời'. 'Xám Trắng'],3,928302ab3fa9a089e58bd620d52d8048,2256825411,22419839,78,TP. Hồ Chí Minh,0,7432
